
Case ID, Description, Status, Impact, Assigned Group, Assigned Individual, Age, Create Date
"0129405956","Headline Search for Sellers - Envriocycle UK ","Pending External Information","5","Sponsored Products EU","dimitrih","92","2017-10-31 02:54:17PM GMT-0700"
"0129352379","*911* Seller 911 Contact TAM-SP-Case Assist --> *Do Not Edit* [4081177182]","Pending Related Item","4","Sponsored Products EU","sankarm","92","2017-10-31 05:52:58AM GMT-0700"
"0129343211","Amazon stores: the brand name is not redirecting to the seller's store. Case ID 4080286182 Seller ID 16620555125","Pending Requester Info - Re-assign Correspondence","3","Sponsored Products EU","SP-EU-business-oncall","92","2017-10-31 03:27:41AM GMT-0700"
"0128861840","[Amazon Stores for Vendors] Request ByLine to link to Store 2.0","Pending Related Item","4","Sponsored Products EU","SP-EU-business-oncall","97","2017-10-26 09:46:16AM GMT-0700"
"0128827783","seller enquiring about the performance advertising reports, case ID 4064553142 seller ID 8606925235","Pending Requester Info - Re-assign Correspondence","3","Sponsored Products EU","SP-EU-business-oncall","97","2017-10-26 04:11:34AM GMT-0700"
"0128822613","Seller is unable to create their own Store Front   {Case ID:4063148332|Seller ID:446864432}","Pending Requester Info - Re-assign Correspondence","4","Sponsored Products EU","SP-EU-business-oncall","97","2017-10-26 02:53:27AM GMT-0700"
"0128708357","""Brand Registry Suppor Ticket - HIGH PRIORITY"" - Brand Ownership Escalation &lt;Brand Name: GardenMate&gt;","Pending Related Item","4","Sponsored Products EU","SP-EU-business-oncall","98","2017-10-25 07:07:53AM GMT-0700"
"0127638888","*911* Seller 911 Contact Products not appearing in HSA T4 Reviewed","Pending Requester Info - Re-assign Correspondence","4","Sponsored Products EU","SP-EU-business-oncall","108","2017-10-15 10:35:48AM GMT-0700"
"0127631332","Seller querying charges","Pending Related Item","3","Sponsored Products EU","SP-EU-business-oncall","108","2017-10-15 06:41:03AM GMT-0700"
"0127563240"," Case ID:4008361052|Seller ID:97880446 Seller had been charged over their Daily Budget ","Pending Related Item","3","Sponsored Products EU","SP-EU-business-oncall","109","2017-10-14 03:41:46AM GMT-0700"
"0127355449"," Case ID:4021934282|Seller ID:19840242125 Refund request ","Pending Requester Info - Re-assign Correspondence","5","Sponsored Products EU","SP-EU-business-oncall","111","2017-10-12 06:40:06AM GMT-0700"
"0126242932","*911* Seller 911 Contact Zoe&Mii- several products missing in store builder","Pending Verification of fix","3","Sponsored Products EU","SP-EU-business-oncall","121","2017-10-02 05:26:25AM GMT-0700"
"0124942856","Vendor unable to access the account   Case ID:3937386352","Pending Requester Info - Re-assign Correspondence","3","Sponsored Products EU","SP-EU-business-oncall","134","2017-09-19 06:19:20AM GMT-0700"
"0123857343","The daily registration and launches jobs for SP are in error","Pending Expiration","3","Sponsored Products EU","dimitrih","146","2017-09-07 07:26:21PM GMT-0700"
"0123682214","TAM-SP-Case Assist <--Do Not Edit  Case ID:3919366352 / Seller ID:8246317125","Pending Related Item","3","Sponsored Products EU","SP-EU-business-oncall","147","2017-09-06 07:21:47AM GMT-0700"
"0123673253","Ads not loading - SID: 12065584425","Pending Related Item","5","Sponsored Products EU","SP-EU-business-oncall","147","2017-09-06 06:02:44AM GMT-0700"
